age,monthly_income,monthly_expenses,current_savings,existing_debt,dependents,years_to_goal,goal,annual_income,annual_expenses,annual_savings_capacity,savings_rate,debt_to_income,emergency_months,risk_label
41,214344,146078,409962,1919,0,26,Child Education,2572128,1752936,819192,0.31848803792035235,0.0007460748454198236,2.80645956269938,Moderate
39,246035,169649,612141,829027,4,22,House Purchase,2952420,2035788,916632,0.31046802284227853,0.28079575399164075,3.608279447565267,Conservative
39,123826,101025,821680,140689,0,1,Emergency Fund,1485912,1212300,273612,0.1841374186358277,0.09468191925228411,8.133432318732988,Conservative
56,145592,123531,1879234,33298,1,19,Retirement,1747104,1482372,264732,0.15152618275729435,0.01905896844148946,15.212651075438554,Aggressive
49,118635,84240,962529,1285801,1,7,House Purchase,1423620,1010880,412740,0.2899228726766974,0.9031911605625097,11.426032763532763,Conservative
38,136022,67141,783210,233725,1,4,Wealth Creation,1632264,805692,826572,0.5063960241725604,0.14319068484019742,11.665152440386649,Aggressive
22,79040,62431,1607138,276600,3,12,Wealth Creation,948480,749172,199308,0.2101341093117409,0.2916244939271255,25.74262786115872,Aggressive
21,100357,37594,2106172,1158175,4,20,House Purchase,1204284,451128,753156,0.6253973315264506,0.9617125196382249,56.02415279033888,Moderate
25,227440,105882,1385265,1132297,0,23,Child Education,2729280,1270584,1458696,0.5344618360886387,0.4148702221831399,13.083101943673146,Aggressive
40,103356,82549,135981,824356,0,25,Emergency Fund,1240272,990588,249684,0.20131390533689383,0.6646574299831005,1.647276163248495,Conservative
31,41211,19702,2283457,810672,1,30,Emergency Fund,494532,236424,258108,0.5219237582198928,1.6392710684040668,115.89975636991169,Conservative
22,130426,60038,36304,349525,4,27,House Purchase,1565112,720456,844656,0.5396776716298898,0.22332267594906946,0.6046837003231287,Moderate
23,30842,12924,1342014,271372,4,29,Retirement,370104,155088,215016,0.5809610271707412,0.7332317402676004,103.838904363974,Aggressive
43,219187,170868,308569,808118,2,29,Child Education,2630244,2050416,579828,0.22044646808432983,0.307240697060805,1.8058910972212467,Moderate
32,91852,55113,744071,536208,4,18,Retirement,1102224,661356,440868,0.3999804032574141,0.48647824761572966,13.50082557654274,Aggressive
40,150737,103623,422641,1441229,4,9,House Purchase,1808844,1243476,565368,0.312557633494099,0.7967679910484265,4.078640842284049,Conservative
25,70968,33321,637752,1382445,0,19,House Purchase,851616,399852,451764,0.5304785255326344,1.6233196652012174,19.139641667416946,Conservative
57,42508,30989,982494,646052,4,22,Retirement,510096,371868,138228,0.2709842853110003,1.266530221762178,31.704604859788958,Conservative
58,178077,129996,1535538,161298,4,4,Wealth Creation,2136924,1559952,576972,0.2700011792651493,0.07548139288060783,11.812194221360658,Aggressive
50,79575,40288,1923303,204222,0,1,House Purchase,954900,483456,471444,0.4937103361608545,0.2138674206723217,47.73885524225576,Moderate
29,236814,131512,675362,321243,4,9,Child Education,2841768,1578144,1263624,0.44466121090813887,0.11304335892303664,5.135364073240464,Aggressive
54,175043,79617,2212848,1161133,0,27,Retirement,2100516,955404,1145112,0.5451574755917118,0.5527846491052675,27.793662157579412,Aggressive
55,181671,152291,690608,542301,2,15,Wealth Creation,2180052,1827492,352560,0.16172091307913755,0.24875599297631432,4.534791944369661,Aggressive
42,243664,163937,1664173,891641,3,22,Retirement,2923968,1967244,956724,0.32720057127848184,0.30494211974960056,10.151295924653983,Aggressive
44,91914,75118,989224,496409,0,8,Wealth Creation,1102968,901416,201552,0.1827360358596079,0.4500665477148929,13.16893421017599,Aggressive
37,92055,46183,87421,725735,0,15,Wealth Creation,1104660,554196,550464,0.4983107924610287,0.6569759020875201,1.8929259684299418,Aggressive
30,112697,83502,256436,980013,4,15,Child Education,1352364,1002024,350340,0.2590574726922633,0.7246665838487271,3.071016263083519,Conservative
50,131239,96188,1543659,262701,0,18,House Purchase,1574868,1154256,420612,0.2670776217435366,0.1668082658356129,16.048353224934502,Moderate
43,148106,103056,1371332,703060,1,7,Wealth Creation,1777272,1236672,540600,0.3041740375136726,0.39558379358927614,13.306668219220619,Aggressive
52,30355,25280,1606314,130878,1,22,House Purchase,364260,303360,60900,0.16718827211332565,0.35929830340965246,63.54090189873418,Moderate
37,79120,43261,1078067,623431,2,18,Child Education,949440,519132,430308,0.45322295247724975,0.65663022413212,24.9200665726636,Moderate
37,230691,95819,2234178,548866,0,16,House Purchase,2768292,1149828,1618464,0.5846435274891522,0.19826882424252934,23.31664909882174,Aggressive
34,63342,43443,94804,664956,4,2,Emergency Fund,760104,521316,238788,0.31415174765558396,0.874822392725206,2.1822618143314227,Conservative
29,242064,172992,782803,596822,4,4,Wealth Creation,2904768,2075904,828864,0.2853460241919492,0.2054628803401855,4.5250820847206805,Aggressive
60,234932,149776,1992871,796561,3,20,Child Education,2819184,1797312,1021872,0.3624708426268026,0.28255019892280886,13.30567647687213,Aggressive
22,27257,12358,1960483,456610,2,16,Retirement,327084,148296,178788,0.5466118795171883,1.3960022501864964,158.64079948211685,Conservative
45,52364,31535,507335,197118,4,3,Child Education,628368,378420,249948,0.3977732793522267,0.3136983423726224,16.087997463136197,Moderate
59,181044,91625,1053061,798028,3,24,Wealth Creation,2172528,1099500,1073028,0.49390755838359734,0.36732691132174133,11.493162346521146,Aggressive
29,136715,77070,1281402,589643,4,30,Child Education,1640580,924840,715740,0.43627253776103575,0.35941130575771985,16.626469443363177,Aggressive
42,51654,34742,1373940,537262,3,23,Retirement,619848,416904,202944,0.3274093003446006,0.8667641099108169,39.546946059524494,Moderate
24,236841,171143,1991027,1246321,1,2,Emergency Fund,2842092,2053716,788376,0.2773928500555225,0.4385223982897105,11.633703978544258,Conservative
46,106423,49605,1386851,1299942,1,3,Wealth Creation,1277076,595260,681816,0.5338883512022777,1.0179049641524858,27.957887309747,Aggressive
49,54320,30020,2146028,1437514,4,26,Wealth Creation,651840,360240,291600,0.4473490427098675,2.2053172557682865,71.48660892738175,Conservative
54,45808,22197,1743907,486649,2,25,Child Education,549696,266364,283332,0.5154339853300733,0.8853056962393759,78.56498625940442,Moderate
43,77389,34772,2346344,856634,0,29,House Purchase,928668,417264,511404,0.5506854979389836,0.9224329900459582,67.47797078108823,Moderate
57,143581,106493,1323343,74442,2,5,House Purchase,1722972,1277916,445056,0.25830715763227724,0.043205577339620146,12.426572638577184,Moderate
31,152927,123049,1929503,677178,2,2,Retirement,1835124,1476588,358536,0.1953742635375048,0.369009396640227,15.68076944956887,Moderate
26,59773,31985,2369465,133726,0,19,Emergency Fund,717276,383820,333456,0.46489217539691835,0.18643590472844485,74.08050648741597,Moderate
38,207240,150381,1096837,558046,1,24,Emergency Fund,2486880,1804572,682308,0.2743630573248408,0.22439603036736794,7.293720616301261,Moderate
41,183819,146779,1543163,127309,1,20,Child Education,2205828,1761348,444480,0.20150256502320218,0.057714835426878254,10.513513513513514,Aggressive
56,101396,78385,1557746,690288,0,30,Child Education,1216752,940620,276132,0.22694189119886385,0.5673202098702118,19.873011418000893,Moderate
58,132692,58571,1649040,513644,3,2,House Purchase,1592304,702852,889452,0.5585943387694812,0.3225791054974427,28.154547472298578,Moderate
54,239764,198559,2431596,184681,2,2,Emergency Fund,2877168,2382708,494460,0.17185649221734706,0.06418846588033789,12.246213971665853,Conservative
37,82505,44415,2259564,403552,4,22,Emergency Fund,990060,532980,457080,0.4616689897581965,0.4076035795810355,50.87389395474502,Moderate
57,110896,57623,1536925,1357757,1,24,Emergency Fund,1330752,691476,639276,0.4803870292887029,1.0202930373202521,26.672075386564394,Conservative
45,43135,16443,2011637,147278,4,23,Retirement,517620,197316,320304,0.6188014373478614,0.2845291912986361,122.34002311013805,Aggressive
58,115887,68731,1928281,1092139,0,20,Retirement,1390644,824772,565872,0.4069136313822948,0.7853476518792732,28.05547715004874,Moderate
32,147118,59510,918760,1066937,4,18,Child Education,1765416,714120,1051296,0.5954947729033837,0.6043544411062322,15.438749789951268,Aggressive
43,72377,34326,2485933,1123045,4,25,House Purchase,868524,411912,456612,0.5257333130690689,1.293050048127628,72.42128415778127,Conservative
42,179626,91334,692636,550104,2,20,Wealth Creation,2155512,1096008,1059504,0.49153240622181643,0.25520804337902087,7.583550485032956,Aggressive
41,87491,66004,404083,234295,0,25,House Purchase,1049892,792048,257844,0.24559097507172167,0.22316104894598682,6.122098660687231,Moderate
47,211693,166759,551598,616767,4,21,Retirement,2540316,2001108,539208,0.21226020699786954,0.24279144799308433,3.307755503451088,Moderate
51,83283,41744,1433664,26819,1,14,Retirement,999396,500928,498468,0.49876925663100513,0.02683520846591341,34.34419317746263,Aggressive
26,241212,187988,1734327,1040801,0,28,Child Education,2894544,2255856,638688,0.2206523721871217,0.35957339048914094,9.225732493563418,Aggressive
47,41923,32641,2298845,1433050,1,15,Wealth Creation,503076,391692,111384,0.22140591083653363,2.84857556313559,70.42814252014338,Conservative
60,72591,53160,686252,8798,3,12,Emergency Fund,871092,637920,233172,0.2676778112989214,0.010099966478856423,12.909179834462002,Moderate
54,87261,36941,2289839,680503,4,11,Wealth Creation,1047132,443292,603840,0.5766608221313072,0.6498731774026579,61.98638369291573,Aggressive
32,79336,55151,623359,836127,0,11,Wealth Creation,952032,661812,290220,0.3048426943632147,0.8782551426842795,11.3027687621258,Aggressive
27,99083,81496,716362,1474539,1,30,Wealth Creation,1188996,977952,211044,0.17749765348243393,1.2401547187711313,8.790149209777168,Moderate
30,85948,59413,2094887,1302376,4,7,Child Education,1031376,712956,318420,0.3087331875087262,1.2627557748095748,35.25974113409523,Conservative
37,189074,97525,1453331,533703,2,12,Retirement,2268888,1170300,1098588,0.48419666374012293,0.2352266837322953,14.90213791335555,Aggressive
46,236170,141770,1139234,1456800,1,16,Emergency Fund,2834040,1701240,1132800,0.3997120718126773,0.5140364991319812,8.035790364675178,Conservative
41,229088,154144,1602716,1449912,1,5,Wealth Creation,2749056,1849728,899328,0.3271406621036458,0.5274217767844671,10.397524392775587,Aggressive
48,51672,31276,287531,634493,3,2,Emergency Fund,620064,375312,244752,0.39472054497600245,1.023270178562213,9.19334313850876,Conservative
22,29213,11976,1952303,1066746,2,22,Wealth Creation,350556,143712,206844,0.5900455276760347,3.0430116728853593,163.0179525718103,Conservative
21,166365,84186,2419290,16259,3,16,Retirement,1996380,1010232,986148,0.4939680822288342,0.00814424107634819,28.737438528971563,Aggressive
56,211932,159202,2351636,284243,2,23,Emergency Fund,2543184,1910424,632760,0.24880622086329576,0.11176658865422243,14.771397344254469,Moderate
46,87507,68317,2086494,1189297,1,30,House Purchase,1050084,819804,230280,0.2192967419749277,1.132573203667516,30.54135866621778,Conservative
49,82134,34385,446941,1177970,3,15,Retirement,985608,412620,572988,0.581354859132637,1.195170899586854,12.9981387232805,Moderate
41,158172,130680,675920,1013295,4,11,Emergency Fund,1898064,1568160,329904,0.17381078825582277,0.5338571302126799,5.172329354147536,Conservative
31,218069,112177,406354,1369978,2,29,Wealth Creation,2616828,1346124,1270704,0.4855894235310842,0.523526192779961,3.6224359717232586,Aggressive
60,53172,36218,1332032,1220685,1,6,Wealth Creation,638064,434616,203448,0.3188520273828331,1.9131074625742872,36.77817659727207,Conservative
31,45132,32761,955709,1322525,0,13,Retirement,541584,393132,148452,0.2741070637241868,2.441957295636503,29.172155917096546,Conservative
56,43199,32657,1997675,1303175,2,30,Retirement,518388,391884,126504,0.24403342669969214,2.513898855683388,61.17141807269498,Conservative
59,61609,50696,2204718,1091723,2,19,Wealth Creation,739308,608352,130956,0.1771332110568261,1.47668224880564,43.48899321445479,Conservative
60,199037,100804,2400625,74280,4,10,Emergency Fund,2388444,1209648,1178796,0.4935414018499073,0.031099745273491863,23.814779175429546,Aggressive
55,164088,127866,1303326,1225701,2,24,House Purchase,1969056,1534392,434664,0.2207474038320901,0.622481534298669,10.192905072497771,Conservative
54,195851,81443,2114589,368921,2,19,Child Education,2350212,977316,1372896,0.5841583652878974,0.1569734985609809,25.964036197094902,Aggressive
44,56881,39960,2105469,390503,4,30,Retirement,682572,479520,203052,0.29748070533218474,0.5721052138089462,52.689414414414415,Aggressive
42,238666,172075,1366365,76215,4,5,Wealth Creation,2863992,2064900,799092,0.27901334919929943,0.02661145701524306,7.940520122039808,Aggressive
25,49472,34079,1156078,1406085,3,25,Emergency Fund,593664,408948,184716,0.31114569857697283,2.368486214424321,33.92347193286188,Conservative
53,207885,98985,506598,1321705,1,27,Retirement,2494620,1187820,1306800,0.5238473194314164,0.5298221773256047,5.117926958630095,Moderate
56,192093,151085,369454,1323111,1,21,Emergency Fund,2305116,1813020,492096,0.21347992899272747,0.5739889012093101,2.445338716616474,Conservative
40,79131,34376,1888521,529149,3,7,Retirement,949572,412512,537060,0.5655811249699865,0.557250003159318,54.93719455434024,Moderate
39,180159,67887,553037,261968,1,11,Wealth Creation,2161908,814644,1347264,0.6231828551446222,0.12117444405589876,8.146434516181301,Aggressive
55,37828,26809,604933,296508,2,14,Emergency Fund,453936,321708,132228,0.2912921645342075,0.6531934017130168,22.56454921854601,Conservative
37,217682,127939,233933,344543,3,23,Wealth Creation,2612184,1535268,1076916,0.4122665172131825,0.13189844206993076,1.8284729441374405,Aggressive
54,121664,94234,1121751,514060,3,21,Emergency Fund,1459968,1130808,329160,0.2254569963177275,0.35210360775030686,11.90388819322113,Conservative
29,157473,85302,1021720,224402,1,16,Retirement,1889676,1023624,866052,0.4583071383665771,0.11875157434396161,11.977679304119482,Aggressive
46,241251,104736,2265547,567211,0,18,Child Education,2895012,1256832,1638180,0.5658629394282304,0.19592699443042033,21.63102467155515,Aggressive
22,40193,30877,2167914,925423,1,21,Child Education,482316,370524,111792,0.23178165352175753,1.9187068229127793,70.21128995692587,Conservative
29,248461,155152,2074300,1235544,0,23,House Purchase,2981532,1861824,1119708,0.37554787270436807,0.41439904049327664,13.36946993915644,Aggressive
29,200936,89335,447709,501854,3,23,House Purchase,2411232,1072020,1339212,0.5554057013178325,0.20813177661875754,5.011574410925169,Aggressive
60,176379,125262,275539,1396538,0,4,Wealth Creation,2116548,1503144,613404,0.2898134131614308,0.6598187236953756,2.199701425811499,Moderate
37,127518,77219,1770866,690200,2,1,Emergency Fund,1530216,926628,603588,0.3944462742514782,0.4510474338263356,22.93303461583289,Moderate
21,44611,29093,2058803,1381880,4,22,House Purchase,535332,349116,186216,0.3478514267781489,2.581351385682156,70.76626679957378,Conservative
45,199863,116010,1822272,1176741,0,29,Retirement,2398356,1392120,1006236,0.4195523933894718,0.49064484171657585,15.707887251099043,Aggressive
60,168022,128428,1101159,1278890,4,15,Child Education,2016264,1541136,475128,0.23564771279951435,0.6342869782925252,8.574134923848382,Conservative
45,101240,77426,673080,401392,2,14,Emergency Fund,1214880,929112,285768,0.23522323192414066,0.3303964177531937,8.69320383333764,Conservative
59,233475,164528,2197096,295673,4,19,Child Education,2801700,1974336,827364,0.295307848806082,0.10553342613413284,13.353933676942527,Moderate
55,27745,11172,2055030,1498198,2,27,Emergency Fund,332940,134064,198876,0.5973328527662642,4.499903886586171,183.94468313641246,Conservative
23,80243,61741,1970852,668301,4,5,House Purchase,962916,740892,222024,0.23057462956270328,0.6940387323504854,31.921284073792133,Conservative
57,28866,19787,1060444,525957,4,4,House Purchase,346392,237444,108948,0.3145222753412319,1.5183866832952262,53.59296507808157,Conservative
50,188317,131541,32120,1022936,1,13,Wealth Creation,2259804,1578492,681312,0.30149163378770905,0.45266580641506965,0.24418242221056552,Moderate
58,200796,106721,644135,307003,0,18,Emergency Fund,2409552,1280652,1128900,0.46851032889101374,0.12741082159671174,6.03569119479765,Moderate
54,153681,121352,642863,706443,4,12,Retirement,1844172,1456224,387948,0.2103643261040727,0.3830678483351878,5.29750642758257,Conservative
32,96354,68670,564748,230502,3,23,House Purchase,1156248,824040,332208,0.2873155240052307,0.1993534259086286,8.22408620940731,Aggressive
39,76374,31030,1932124,520766,1,30,Wealth Creation,916488,372360,544128,0.5937099012753031,0.5682191147074485,62.2663229133097,Aggressive
57,139397,77210,2073902,301951,0,21,House Purchase,1672764,926520,746244,0.4461143353156811,0.18051022140600825,26.860536199974096,Aggressive
37,149577,118643,571616,390449,1,15,Child Education,1794924,1423716,371208,0.20680987050148084,0.21752954442639355,4.817949647261111,Conservative
30,186188,69559,2241186,312499,0,30,House Purchase,2234256,834708,1399548,0.6264044943820225,0.13986714145558968,32.219928406101296,Aggressive
32,106029,88079,1614469,495655,2,23,Emergency Fund,1272348,1056948,215400,0.1692933065482085,0.3895593029579958,18.329783489821637,Moderate
36,118574,81766,1965909,270855,4,9,Wealth Creation,1422888,981192,441696,0.3104221836152951,0.19035581156071313,24.043110828461707,Aggressive
44,176519,117506,854030,456295,3,4,Emergency Fund,2118228,1410072,708156,0.3343152861731598,0.2154135437733804,7.267969295184927,Conservative
39,55431,26899,211848,1056480,1,5,Retirement,665172,322788,342384,0.514730024715412,1.5882809258357238,7.875683110896316,Conservative
28,173980,82535,2371441,120035,1,9,Retirement,2087760,990420,1097340,0.5256063915392574,0.057494635398704835,28.732549827345974,Aggressive
51,54336,44611,1927266,1234744,1,13,House Purchase,652032,535332,116700,0.17897894581861012,1.8936861994503338,43.20158705252068,Conservative
41,65992,32938,2286598,1270242,1,10,Wealth Creation,791904,395256,396648,0.5008788944114438,1.6040353376166807,69.4212763373611,Moderate
37,80350,59278,1796238,265237,4,27,Wealth Creation,964200,711336,252864,0.2622526446795271,0.27508504459655675,30.301933263605385,Aggressive
43,94561,51683,82784,287062,0,16,Wealth Creation,1134732,620196,514536,0.4534427512399404,0.252977795638089,1.6017646034479422,Aggressive
57,76955,32292,953432,990247,4,30,Wealth Creation,923460,387504,535956,0.5803781430706257,1.0723225694670044,29.52533135141831,Aggressive
36,86240,30646,1089850,193708,2,13,House Purchase,1034880,367752,667128,0.6446428571428572,0.18717918985776127,35.562553024864584,Aggressive
26,176165,109597,1722858,714166,4,4,Emergency Fund,2113980,1315164,798816,0.37787301677404705,0.33783006461745146,15.71993758953256,Conservative
28,162227,135928,840848,1189042,4,21,House Purchase,1946724,1631136,315588,0.1621123487458931,0.6107912575177581,6.185980813371785,Conservative
45,71607,38278,2334372,1173077,2,13,Emergency Fund,859284,459336,399948,0.46544332258019466,1.3651796146559227,60.98469094519045,Conservative
38,189559,100200,736358,784516,4,21,Child Education,2274708,1202400,1072308,0.4714046813920732,0.34488646454841676,7.348882235528942,Aggressive
45,211740,110537,2479730,616798,0,8,Child Education,2540880,1326444,1214436,0.4779588174175876,0.2427497559900507,22.433483810850664,Aggressive
32,177035,108039,263768,1142284,3,13,Emergency Fund,2124420,1296468,827952,0.3897308441833536,0.5376921700981915,2.441414674330566,Conservative
35,206196,117600,2015127,622107,2,15,House Purchase,2474352,1411200,1063152,0.42966885875574695,0.2514221905371588,17.13543367346939,Aggressive
46,77870,61513,1761070,1030649,1,20,Retirement,934440,738156,196284,0.21005522023885964,1.102958991481529,28.629232845089657,Conservative
46,212619,128158,1528834,1284179,0,20,House Purchase,2551428,1537896,1013532,0.39724107441009504,0.5033177499031914,11.929290407153669,Moderate
52,89110,53811,1055108,930784,3,13,Retirement,1069320,645732,423588,0.39612838065312533,0.8704447686380129,19.607663860548957,Conservative
30,209626,87872,163435,560591,0,23,House Purchase,2515512,1054464,1461048,0.5808153568736703,0.22285363774849812,1.859921249089585,Moderate
36,177008,148929,498365,551741,0,27,Wealth Creation,2124096,1787148,336948,0.15863124830516134,0.25975332565006476,3.3463261016994674,Aggressive
27,141895,67398,982067,895318,1,5,Wealth Creation,1702740,808776,893964,0.5250149758624335,0.5258101647932156,14.571159381584023,Aggressive
37,29426,11378,2094242,723809,3,22,Child Education,353112,136536,216576,0.6133351457894379,2.049800063435964,184.06064334680963,Conservative
43,244911,166924,1058457,156837,0,22,Child Education,2938932,2003088,935844,0.31842996027128223,0.053365304130888365,6.340951570774724,Aggressive
46,52606,34072,1639110,1444132,1,28,Emergency Fund,631272,408864,222408,0.3523172261719196,2.2876541332420888,48.107243484386004,Conservative
41,203904,113691,948665,519676,2,6,Retirement,2446848,1364292,1082556,0.4424287900188324,0.2123858940154844,8.344240089365034,Moderate
42,53151,29822,514209,1010913,1,30,Wealth Creation,637812,357864,279948,0.43891930537525164,1.5849701793004836,17.242606129702903,Moderate
27,235375,174773,633398,1325745,4,26,House Purchase,2824500,2097276,727224,0.2574699946893255,0.4693733404142326,3.6241181418182444,Moderate
34,36308,16260,1554230,269289,1,5,Emergency Fund,435696,195120,240576,0.5521648121626088,0.618066266387573,95.5861008610086,Moderate
35,218594,166159,2382106,625494,1,13,House Purchase,2623128,1993908,629220,0.23987392151660156,0.2384534799674282,14.336304383151079,Moderate
27,201743,136050,1783796,1235445,1,29,Wealth Creation,2420916,1632600,788316,0.3256271593066426,0.5103212998716189,13.111326718118338,Aggressive
29,115306,64511,1276847,597518,0,5,Wealth Creation,1383672,774132,609540,0.4405234766620991,0.4318350013587035,19.792702019810577,Aggressive
28,131984,76420,615976,679290,3,25,Wealth Creation,1583808,917040,666768,0.42099042308158563,0.42889668444659956,8.060403035854488,Aggressive
43,27204,13012,871980,1465544,1,13,Wealth Creation,326448,156144,170304,0.5216879870607264,4.48936430917022,67.01352597602214,Conservative
49,117769,85507,1786299,1156714,1,24,House Purchase,1413228,1026084,387144,0.2739430580203619,0.8184907177044327,20.89067561720093,Conservative
38,112265,68081,293306,736664,4,20,Emergency Fund,1347180,816972,530208,0.3935687881352158,0.5468192817589335,4.308191712812679,Conservative
51,56131,28650,1682656,1110616,4,23,Wealth Creation,673572,343800,329772,0.489586859311254,1.64884526078875,58.731448516579405,Moderate
50,77428,50175,719793,504788,2,8,Child Education,929136,602100,327036,0.3519786123882833,0.5432875273372251,14.345650224215246,Moderate
59,58870,49913,1538642,1105391,2,28,Emergency Fund,706440,598956,107484,0.1521488024460676,1.564734443123266,30.82647807184501,Conservative
55,128547,72967,1134764,216741,4,9,Child Education,1542564,875604,666960,0.4323710393863723,0.1405069741028573,15.551742568558389,Moderate
38,74067,60019,1254599,1161365,3,21,House Purchase,888804,720228,168576,0.18966611311380238,1.306660411069257,20.903363934753994,Conservative
59,214657,112160,1936726,1477482,2,19,Wealth Creation,2575884,1345920,1229964,0.47749199886330285,0.5735825060445269,17.26752853067047,Aggressive
37,137217,51781,782476,743766,3,29,Emergency Fund,1646604,621372,1025232,0.6226342217072228,0.45169694717126885,15.111257024777428,Aggressive
34,177679,80332,580846,1007536,4,20,Wealth Creation,2132148,963984,1168164,0.5478812915426133,0.4725450578477667,7.23056814220983,Aggressive
51,181040,101264,148938,844355,2,15,Wealth Creation,2172480,1215168,957312,0.4406539991162174,0.3886595043452644,1.4707892242060356,Aggressive
44,123934,56987,1215307,1216220,1,26,Emergency Fund,1487208,683844,803364,0.5401826778769345,0.8177874244893788,21.32603927211469,Conservative
55,167980,58812,875656,1233678,4,22,Wealth Creation,2015760,705744,1310016,0.649886891296583,0.6120163114656507,14.889070257770523,Aggressive
54,182495,147364,486441,330048,2,10,Wealth Creation,2189940,1768368,421572,0.1925039042165539,0.1507109783829694,3.300948671317282,Aggressive
23,99707,76967,1701405,237469,3,11,Retirement,1196484,923604,272880,0.22806823994303307,0.19847235734034052,22.105642678030843,Aggressive
57,234329,168985,504716,757596,3,5,Retirement,2811948,2027820,784128,0.27885579676437827,0.2694203448996923,2.9867503032813563,Conservative
60,86215,37409,1812363,1125664,2,9,Emergency Fund,1034580,448908,585672,0.5660963869396277,1.088039590945118,48.44724531529846,Conservative
46,211907,86920,658922,529896,3,29,Emergency Fund,2542884,1043040,1499844,0.58982006257462,0.20838386650747734,7.580786930510815,Moderate
43,74429,28566,797867,569955,2,11,Wealth Creation,893148,342792,550356,0.616197987343643,0.6381417189536337,27.93065182384653,Aggressive
59,107152,76293,1388465,939989,2,27,Child Education,1285824,915516,370308,0.2879927579513215,0.7310401734607536,18.19911394230139,Moderate
35,133048,108354,1696779,927366,3,30,Emergency Fund,1596576,1300248,296328,0.1856021886837833,0.5808467620708316,15.659588017055208,Conservative
24,194530,109961,1582607,1283483,0,19,Wealth Creation,2334360,1319532,1014828,0.4347350023132679,0.5498222210798677,14.39243913751239,Aggressive
49,202241,82831,2334067,862380,1,2,Child Education,2426892,993972,1432920,0.5904341849575506,0.3553433774556099,28.178664992575243,Moderate
42,163731,99253,1722424,1106136,4,6,Retirement,1964772,1191036,773736,0.39380447196926666,0.5629844073510819,17.353873434556135,Moderate
45,216686,113633,1205560,901495,1,29,Emergency Fund,2600232,1363596,1236636,0.47558679379378455,0.3466979100326432,10.609242033564193,Moderate
33,102240,54945,2335583,1023695,4,23,Wealth Creation,1226880,659340,567540,0.46258802816901406,0.8343888562858633,42.507653107653105,Aggressive
38,188865,124776,1780968,214601,4,21,Retirement,2266380,1497312,769068,0.3393376221110317,0.0946888871239598,14.273321792652434,Aggressive
53,138688,98379,966301,880650,1,1,House Purchase,1664256,1180548,483708,0.29064518920166127,0.5291553703276419,9.822228321084784,Conservative
36,71473,28968,681809,376606,2,3,Retirement,857676,347616,510060,0.5947000965399521,0.4391005461269757,23.53662662247998,Moderate
22,121762,44783,152797,683775,3,3,Wealth Creation,1461144,537396,923748,0.6322087350733397,0.467972355907426,3.4119420315744815,Aggressive
55,245460,207945,887838,936827,0,28,Child Education,2945520,2495340,450180,0.15283549254461012,0.31805148157201446,4.269580898795355,Moderate
54,244402,113980,1077880,1232862,0,14,House Purchase,2932824,1367760,1565064,0.5336372042781974,0.42036685460839107,9.456746797683804,Moderate
50,131956,49736,145555,280141,0,20,House Purchase,1583472,596832,986640,0.6230864833732457,0.17691566380712762,2.9265521955927296,Moderate
33,143452,63827,1591853,1169842,1,30,House Purchase,1721424,765924,955500,0.5550637146920224,0.6795780702488172,24.940119385213155,Aggressive
33,211823,78264,488224,974507,1,26,Emergency Fund,2541876,939168,1602708,0.6305217091628388,0.3833810146521703,6.238168251047736,Moderate
38,151311,82601,1327066,1052255,2,22,Wealth Creation,1815732,991212,824520,0.45409785144503706,0.5795210967257283,16.065979830752653,Aggressive
52,234987,176522,1406311,488241,0,5,House Purchase,2819844,2118264,701580,0.24880099750198947,0.1731446845995736,7.966774679643331,Moderate
52,210326,109500,1425764,1254672,2,17,Retirement,2523912,1314000,1209912,0.4793796297176764,0.497114003974782,13.020675799086758,Aggressive
55,32006,18310,805890,695202,0,15,Child Education,384072,219720,164352,0.4279197650440542,1.8100824845341499,44.01365374112507,Conservative
59,99218,68241,1731382,982912,1,6,Wealth Creation,1190616,818892,371724,0.31221149388215846,0.8255491275104652,25.37158013510939,Moderate
49,221416,133834,1450024,987036,3,14,Retirement,2656992,1606008,1050984,0.3955540701665643,0.37148625212270114,10.83449646577103,Aggressive
49,189912,148268,942229,447154,3,14,Emergency Fund,2278944,1779216,499728,0.21928050886726483,0.1962110521364281,6.354904632152588,Conservative
36,57430,44968,632495,529983,3,25,House Purchase,689160,539616,149544,0.21699460212432525,0.769027511753439,14.065446539761608,Conservative
30,48091,17070,218017,226812,3,27,Retirement,577092,204840,372252,0.6450479299661059,0.39302572206857833,12.771939074399532,Aggressive
50,189055,139716,1084941,582787,4,17,Wealth Creation,2268660,1676592,592068,0.2609769643754463,0.25688600319131116,7.765331100231899,Aggressive
45,48989,28431,872224,23382,0,8,Retirement,587868,341172,246696,0.41964522647941377,0.0397742350323542,30.67862544405754,Aggressive
59,100451,84822,691064,717583,3,8,Emergency Fund,1205412,1017864,187548,0.15558829678151537,0.595301025707393,8.147225955530406,Conservative
40,43990,26025,2278126,1207115,4,19,Child Education,527880,312300,215580,0.40838827006137757,2.286722361142684,87.53606147934678,Conservative
25,115270,97224,2349518,452532,4,29,House Purchase,1383240,1166688,216552,0.15655417714930164,0.32715363928168645,24.1660289640418,Moderate
21,105360,76626,1462987,1423188,4,9,Wealth Creation,1264320,919512,344808,0.2727220956719818,1.1256548974943053,19.0925664917913,Aggressive
